item,user,rating
B00004TKVD,A11SMK2646TH5Q,4.0
B00004TWLZ,A11F9FJLZ23GLB,5.0
B00004TWVY,A118A49ORGNEUM,5.0
B00004TWLY,A10P36VBIEZOCW,5.0
B00004U89Y,A10Y058K7B96C6,5.0
B00004UDQK,A114QOX5SZ85Z3,4.0
B00004VX39,A1175W12ATN13L,5.0
B00004W3ZQ,A12DQZKRKTNF5E,5.0
B00004VXNF,A11VIIIBD8S5XW,5.0
B00004W3ZQ,A125Y2G5B1CXSX,4.0
B00004VXNF,A112EBQ82NOU4,5.0
B00004VXNF,A1087KNFOF40VD,5.0
B00004VXNF,A11OH777695MM7,5.0
B00004W3ZP,A1140T1HZ69YO4,5.0
B00004W3ZP,A11ZSSZ966BB0D,4.0
B00004W3ZP,A12JCBP66C16WU,5.0
B00004WCFT,A11KZ906QD08C5,5.0
B00004WCGF,A132XHDUEF6MX0,5.0
B00004WLJ8,A1016Q5UDME15Z,5.0
B00004WLJ8,A11OH777695MM7,5.0
B00004WLJ2,A1016Q5UDME15Z,5.0
B00004WLJ2,A11OH777695MM7,5.0
B00004XOM3,A11G2KNJ9TWXRQ,5.0
B00004XSHN,A134ZZ342PLBDG,4.0
B00004Y2US,A12I1E0HR3BKY7,4.0
B00004Y2VS,A10ZBR6O8S8OCY,5.0
B00004YMY5,A1194R407D2UWO,4.0
B00004Z0BN,A11R5VW7IM6ISQ,5.0
B00004Z0BO,A11Y478PJDW2QV,3.0
B00004Z10L,A11ASHESQEXEEQ,5.0
B00004Z10L,A10HL1B3WZC6C5,5.0
B00004Z10L,A136XGKXGEDKL2,5.0
B00004Z5CQ,A12FM5EOLFEZYI,5.0
B00004Z5A4,A1027EV8A9PV1O,3.0
B00004Z5KZ,A12GIO4CPMMAWK,5.0
B00004Z5KZ,A108J5O7DG2WIM,5.0
B00004Z5M1,A10XX4NXPLPOEO,5.0
B00004Z5CP,A100WO06OQR8BQ,5.0
B00004Z5LZ,A13AGG92RCEPQM,5.0
B00004Z5M1,A10HL1B3WZC6C5,5.0
B00004Z5H3,A13A9XV81EQF30,5.0
B00004Z5LZ,A10M1CEJIUXKVA,5.0
B00004Z5H3,A11KQADBYE0UZL,5.0
B00004Z5CP,A10RFE02942D9N,4.0
B00004Z5M1,A12YN0X0CRN1AV,5.0
B00004Z5M1,A100UD67AHFODS,5.0
B00004Z5KG,A12HHTV2213Q5L,5.0
B00004Z5CP,A12NYW41LVDZIZ,5.0
B00004Z5CP,A129P7VK3NHRJE,5.0
B00004Z62J,A105TOJ6LTVMBG,5.0
B00004Z5D1,A10VBIVM2K2YP3,5.0
B00004Z5D1,A12GKGLR2L4MZY,5.0
B00004Z5D1,A12K9R49J8TKR0,5.0
B00004Z5D1,A10HL1B3WZC6C5,5.0
B00004Z6N6,A12ANFNOSMW5VD,3.0
B00004ZC92,A11W2XNPRIWK8A,5.0
B00004ZC9Y,A10M0GF5ZFODYU,5.0
B00004ZC9Y,A11KZ906QD08C5,5.0
B00004ZC95,A12T1KKC1GHUDM,4.0
B00004ZC9V,A12T1KKC1GHUDM,3.0
B00004ZC95,A113VWVP3X6AWH,5.0
B00004ZC95,A10XPBX2C9OP5O,5.0
B00004ZCC1,A1273HNTG6NX28,4.0
B00004ZC9V,A134HFABW6BMZL,5.0
B00004ZCC1,A114QOX5SZ85Z3,4.0
B00004ZCC1,A10O1UE6DMMBA1,4.0
B00004ZCAT,A13A943ZWQVT0Z,3.0
B00004ZCC1,A12HSKDDMR61WR,5.0
B00004ZCDN,A12ROX8AMX3N3Q,4.0
B00004ZCC1,A120KBT5UAQEZP,5.0
B00004ZCC1,A11CUREUT7K6E2,5.0
B00004ZCC1,A12ROX8AMX3N3Q,5.0
B00004ZCC1,A12XV8Y54NT4PN,5.0
B00004ZCC1,A12T2SEH5SKTOO,4.0
B00004ZCC1,A131EK7QBO1PBE,5.0
B00004ZCC1,A12O5SEIF162P8,5.0
B00004ZCKX,A11G7RX8C1406F,5.0
B00004ZCKX,A10KFV763ZTT0T,4.0
B00004ZCC1,A10LB6S2BXQ0GD,5.0
B00004ZCC1,A12GKGLR2L4MZY,5.0
B00004ZCC1,A10M0GF5ZFODYU,5.0
B00004Z5UM,A115Z929RXDBY7,5.0
B00004ZCJI,A11GC7YKIS45MV,5.0
B00004ZCJI,A12O0ZOSKG70DT,3.0
B00004ZCJI,A114QOX5SZ85Z3,4.0
B00004ZCJI,A11R5CD948SAZ2,4.0
B00004ZCJI,A1128CBBD2A14K,5.0
B00004ZCJI,A11D21UV0WU8SY,5.0
B00004ZCM0,A111SYG9IQQHNN,4.0
B00004ZCJI,A10SX6S8VOD2EH,5.0
B00004ZCLV,A12C7XYE27B7KK,5.0
B00004Z8GN,A11LON41PPOADX,5.0
B00004ZCJI,A12XV8Y54NT4PN,5.0
B00004ZCJI,A11DP9A83HJ08N,4.0
B00004ZCJI,A13A9XV81EQF30,5.0
B00004ZCJI,A10P23YVFKM9C2,5.0
B00004ZCJJ,A11GC7YKIS45MV,5.0
B00004ZCJI,A12RTV931Q6DUJ,5.0
B00004ZCJJ,A12O0ZOSKG70DT,3.0
B00004ZCJJ,A114QOX5SZ85Z3,4.0
B00004ZCJJ,A11R5CD948SAZ2,4.0
B00004ZCJJ,A1128CBBD2A14K,5.0
B00004ZCJJ,A11D21UV0WU8SY,5.0
B00004ZCJI,A11CUREUT7K6E2,5.0
B00004ZCJJ,A10SX6S8VOD2EH,5.0
B00004ZCJI,A10K3L150L8JZV,3.0
B00004ZCJJ,A12XV8Y54NT4PN,5.0
B00004ZCJJ,A11DP9A83HJ08N,4.0
B00004ZCJJ,A13A9XV81EQF30,5.0
B00004ZCJI,A1124AVYIIU7ZA,5.0
B00004ZCJI,A136ME0Z6Y9F94,5.0
B00004ZCJI,A11PY3GIKYCQBS,5.0
B00004ZCJJ,A10P23YVFKM9C2,5.0
B00004ZCJJ,A12RTV931Q6DUJ,5.0
B00004ZCJI,A12UNGJZDNMI0U,5.0
B00004ZCJJ,A11CUREUT7K6E2,5.0
B00004ZCJI,A10M0GF5ZFODYU,5.0
B00004ZCJI,A11P105WVK5240,5.0
B00004ZCJJ,A10K3L150L8JZV,3.0
B00004ZCJI,A11N9M2212IPJ,5.0
B00004ZCJJ,A1124AVYIIU7ZA,5.0
B00004ZCJJ,A136ME0Z6Y9F94,5.0
B00004ZCJJ,A11PY3GIKYCQBS,5.0
B00004ZCJJ,A12UNGJZDNMI0U,5.0
B00004ZCJI,A12S5GOFWNLU7G,5.0
B00004ZCJI,A111OZBYXLLB6C,5.0
B00004ZCJJ,A10M0GF5ZFODYU,5.0
B00004ZCJJ,A11P105WVK5240,5.0
B00004ZCJJ,A11N9M2212IPJ,5.0
B00004ZCJI,A124ORM08ZR9QT,4.0
B00004ZCJI,A125Y2G5B1CXSX,5.0
B00004ZCJI,A12ANFNOSMW5VD,5.0
B00004ZCJI,A12ANFNOSMW5VD,5.0
B00004ZCJJ,A12S5GOFWNLU7G,5.0
B00004ZCJJ,A111OZBYXLLB6C,5.0
B00004ZCJJ,A124ORM08ZR9QT,4.0
B00004ZCJJ,A125Y2G5B1CXSX,5.0
B00004ZCJJ,A12ANFNOSMW5VD,5.0
B00004ZCJJ,A12ANFNOSMW5VD,5.0
B0000510R4,A134HFABW6BMZL,5.0
B00005111M,A13288YJJOJC0Q,5.0
B00005111M,A117V6GB7R5VHH,5.0
B00005108J,A12DQZKRKTNF5E,5.0
B00005108J,A12DQZKRKTNF5E,5.0
B00005108J,A12DQZKRKTNF5E,5.0
B00005111L,A133J60ROJ7XF1,5.0
B0000511KL,A11868AEX7HMJ8,5.0
B0000511KL,A10ALOMJECNL2H,5.0
B0000510R4,A10BPU9QFBFPB2,5.0
B0000511D7,A13290JKHB3UUO,5.0
B0000510IA,A10AFOU40FPKMQ,5.0
B0000510IA,A133J60ROJ7XF1,5.0
B0000511D7,A12SDYAV7QLNHW,5.0
B00005119M,A119UPKK8J0VWQ,5.0
B0000511AN,A11W4GQ57ZUSWY,4.0
B0000510R4,A12C1OTJ37UUG7,5.0
B0000510R4,A10LWFKVC21F82,5.0
B000051299,A11ASHESQEXEEQ,5.0
B00005125T,A12DQZKRKTNF5E,4.0
B00005125T,A11YUCEJ399PHL,5.0
B0000510T7,A11O2YAN30LQEB,5.0
B00005121B,A12VDYKZ6BIQ9L,5.0
B0000512LA,A12C1OTJ37UUG7,5.0
B0000512LA,A12C1OTJ37UUG7,5.0
B0000512LA,A136QPMDOV9UGP,5.0
B00005115S,A12Z35S2ZTIJ2K,5.0
B00005129E,A10X1U5QPFJTGK,5.0
B0000510T7,A10JPZAYDGFHEV,5.0
B0000510R4,A10R5CSRK0US7A,5.0
B0000510R4,A10M1CEJIUXKVA,5.0
B0000510R4,A13AYKY9H5MW2T,5.0
B0000510ZO,A10ZBU6BHNOF1D,4.0
B0000512US,A113JD1TB0EENN,5.0
B0000512D3,A1016Q5UDME15Z,5.0
B0000510R4,A11INR8WEB20VM,5.0
B0000512D3,A1016Q5UDME15Z,5.0
B0000512D3,A1016Q5UDME15Z,5.0
B0000510ZO,A1256VJWFLG3P6,3.0
B00005125H,A101OAAMZYWQ3U,5.0
B000051183,A117V6GB7R5VHH,5.0
B0000510R4,A110XS3KNAEIO6,5.0
B0000511C0,A12I7HM9UQHF3R,5.0
B000051174,A133IM5LCXOX1P,5.0
B000051174,A133IM5LCXOX1P,5.0
B000051174,A12AT4IWHODYRP,5.0
B0000512GE,A12GIOKE26ZFKJ,5.0
B00005141S,A11QMCUPKN614D,5.0
B000051ZOA,A12W77TH3XEQ6M,5.0
B000051ZOA,A10DB8F2M9TTOJ,5.0
B000053HHD,A139084IQ5GB0I,5.0
B000058BCQ,A127P8A5QQ05KN,5.0
B000058EGT,A11CRJ5LQ5SYNY,5.0
B000059TS4,A11LQ5WSMB6YMP,4.0
B00005A1K1,A11R3DUBDDZZIP,4.0
B00005A1K1,A10R1SL31CJII8,4.0
B00005A1K1,A11ULAZ4B5ZXC8,5.0
B00005AB9R,A12R3YGEHW7D8G,4.0
B00005ATMB,A13535GCECSSFH,5.0
B00005ATMK,A108YS80LQZ0SO,5.0
B00005ATMK,A11YUCEJ399PHL,5.0
B00005ATMI,A108YS80LQZ0SO,5.0
B00005ATMI,A11YUCEJ399PHL,5.0
B00005AXIV,A12N3BWTRHTMAC,5.0
B00005ATMB,A10XQGAF7AU3XP,5.0
B00005ATMB,A11KZ906QD08C5,3.0
B00005BIDU,A121VLPO0FUEDI,5.0
B00005K47X,A11ML9XRSW3UT7,4.0
B00005K47X,A10ISTV0QD8FAC,4.0
B00005LEOD,A10KFV763ZTT0T,5.0
B00005LEOH,A10KFV763ZTT0T,5.0
B00005LENO,A103OG69UZTK9,5.0
B00005LE77,A10KFV763ZTT0T,4.0
B00005LEN4,A11CUREUT7K6E2,5.0
B00005LEOS,A101L4HF0IZ33C,4.0
B00005LEOS,A10KFV763ZTT0T,5.0
B00005LLY4,A101GFBK6M7TA9,1.0
B00005LLY4,A11O50YYL9W32U,4.0
B00005LEN4,A10VVWWZIFLPV9,5.0
B00005LEN4,A117FY2DMGZHWX,5.0
B00005LE71,A10VVWWZIFLPV9,5.0
B00005LWLW,A12V4QGBVTH2BC,5.0
B00005MEAI,A11KHPF2OFDBY6,5.0
B00005MDZD,A11V0UD681NIWR,5.0
B00005MDZD,A11868AEX7HMJ8,5.0
B00005ML7T,A10C84Y38RT22P,3.0
B00005ML7R,A10MJHMMV5WK9T,5.0
B00005N5X2,A11VIIIBD8S5XW,5.0
B00005N6KG,A11O09HFDUW1IJ,3.0
B00005N6KG,A105TOJ6LTVMBG,1.0
B00005N5XN,A128K4SSWJGSKL,3.0
B00005N5XN,A128K4SSWJGSKL,5.0
B00005N6KG,A10O7THJ2O20AG,5.0
B00005N9D3,A10HH7HKLDO6ZK,5.0
B00005N9D3,A12DBY0RDJMO1J,5.0
B00005N9D3,A11RLSRM2PC6EG,5.0
B00005N9D3,A102SZ9XZ1CK7Q,5.0
B00005N9D3,A10UHQH1YL5Q6B,5.0
B00005NCWM,A12FQUL8LUKPJM,5.0
B00005NCWM,A134KTZ5BGOOXA,5.0
B00005NCWK,A12VOLVO7YGT47,5.0
B00005NCWK,A10ZFE6YE0UHW8,5.0
B00005NCWK,A12JARSR16QM21,5.0
B00005NHHB,A10C84Y38RT22P,4.0
B00005NIMJ,A12LVOO387JUA,3.0
B00005NIMJ,A11Y478PJDW2QV,4.0
B00005NIMJ,A112XLN4J4TYLR,3.0
B00005NIMJ,A10VIMONWLTBMW,5.0
B00005NPWJ,A12C7XYE27B7KK,5.0
B00005NPW8,A10M1ODYTTJUCO,5.0
B00005NPPQ,A110VKXAVLAYKY,5.0
B00005OMZJ,A11T7CEFCSAM9W,5.0
B00005Q5U5,A1273HNTG6NX28,5.0
B00005QBU9,A10N9YQ2KZ5G5H,5.0
B00005QBU9,A12GKGLR2L4MZY,5.0
B00005QFZG,A11AVO8B3DBD7Y,5.0
B00005QXXM,A12Z7WW6TDZD9,5.0
B00005RKSM,A12ANFNOSMW5VD,5.0
B00005RFD3,A12SSZIN555FTL,5.0
B00005T39Y,A10GDDRKCIZGE6,5.0
B00005T3H5,A11P5KH7GA41SW,4.0
B00005T383,A132XHDUEF6MX0,2.0
B00005T383,A11SGM6Z9083AD,5.0
B00005T383,A11SSZKVSGM2PH,5.0
B00005T3N3,A123PVQSDE1SNW,5.0
B00005T3EY,A11A9U6FM9FVRT,5.0
B00005T3BD,A131E28H6DRH61,5.0
B00005T3EY,A12XHO23XDM515,5.0
B00005T3N3,A11SGM6Z9083AD,5.0
B00005T3BD,A11ULAZ4B5ZXC8,5.0
B00005T39Y,A10P5LYBOSE58I,5.0
B00005T3GK,A1143YEAZYMYHJ,5.0
B00005T3EM,A107K10JTO8NSH,5.0
B00005T39Y,A10DFH2Y5LWEU0,5.0
B00005T3RC,A12LTYDEZDUEIV,4.0
B00005T3BD,A131EK7QBO1PBE,4.0
B00005T3Q2,A12DHI42CBTWFS,4.0
B00005T3Q2,A10EQESQF2Q8S1,5.0
B00005T3X7,A100UD67AHFODS,5.0
B00005T3Q2,A12DQZKRKTNF5E,5.0
B00005T3Q2,A11INIL2YFJ137,5.0
B00005T3Q2,A10O7THJ2O20AG,5.0
B00005T3XH,A12URWO7R7MPEK,5.0
B00005TQ08,A105OCSP35YJG9,5.0
B00005USAV,A11O61I2ZPY8T5,4.0
B00005V9Q3,A12RIRSZF47MTI,5.0
B00005V52C,A12OGABSUH6XVH,5.0
B00005Y3OM,A13A9XV81EQF30,5.0
B00005Y3OM,A10P23YVFKM9C2,5.0
B00005Y3OM,A10ZK1IH0PDGJU,5.0
B00005Y3OM,A11ITT24CY6WBF,4.0
B00005Y3OM,A125Y2G5B1CXSX,5.0
B000062VUQ,A10LJMK9LDR2KM,5.0
B000062VUQ,A11T3KV9PJQ5NI,4.0
B000062VUQ,A10VNP8EKLZ9NZ,5.0
B000062VUQ,A10KFV763ZTT0T,5.0
B0000633EO,A10C84Y38RT22P,4.0
B0000632H7,A10BS3EBN6DAFE,5.0
B00006346W,A0543376H9JO8RU1OJJR,5.0
B00006346W,A12C1OTJ37UUG7,5.0
B00006345D,A10ME5FU9KHPPY,4.0
B00006343O,A10VIMONWLTBMW,5.0
B00006343N,A10ME5FU9KHPPY,4.0
B0000634T4,A12DLJESJKM1OQ,4.0
B0000631YQ,A107466OOBXHH7,5.0
B0000631YQ,A10IV6ZIH83ZFO,5.0
B000063S4I,A108XABRHAA9E7,4.0
B000065BPC,A11ED8O95W2103,5.0
B000065BPB,A1226BZ2RFY3J1,5.0
B000065BPB,A10M0GF5ZFODYU,5.0
B000065BPB,A10T3QUN85CQSO,2.0
B000065BPB,A11LG6EV6P1IZ4,3.0
B000065BP9,A105TOJ6LTVMBG,2.0
B000065BPB,A11WT9VEQMJ0TW,4.0
B000065BP9,A12Z4AXEA93WMU,5.0
B0000665V7,A10X3LYWCWIDAH,1.0
B0000665V1,A135U2KEGRN1JC,4.0
B0000665V1,A10HS51L0GC1R4,5.0
B000065UWN,A11IXJ8M1JO296,5.0
B0000665V6,A11B7CX9AER4V5,3.0
B0000665V6,A11E9LHOV5EQU3,5.0
B0000665UZ,A10KICHLQNO84W,4.0
B0000665V6,A139084IQ5GB0I,5.0
B000066CCU,A11ED8O95W2103,5.0
B000066CCU,A10C84Y38RT22P,4.0
B0000668YX,A10WT8X3EDZ2PU,4.0
B0000668YX,A11LNPG39A2ZV4,5.0
B0000668YX,A10GDDRKCIZGE6,5.0
B0000668YX,A1289UT5FRCMEG,5.0
B0000668YX,A127MBU9GTH10,5.0
B0000668YX,A12Q3QTQIP2JTL,5.0
B000066JQU,A1143YEAZYMYHJ,5.0
B0000668YX,A103HXJHUQQXAS,5.0
B0000668YX,A100WO06OQR8BQ,5.0
B0000668YX,A107K10JTO8NSH,4.0
B0000668YX,A12HAL61YXO21B,5.0
B000066HOH,A10U8DJAPJJI8I,4.0
B0000668YX,A130VGG4P4PW5J,5.0
B000067G0J,A11GLQR8HQAA20,1.0
B000067O5H,A12ANKKP67L9DM,5.0
B000067G0J,A1339G3SD6OL5X,5.0
B000067O6L,A10PEXB6XAQ5XF,5.0
B000067O6L,A113U8YJ7HLFKP,5.0
B000067O6L,A10F32KLUDO3RU,5.0
B000067RGB,A10U8DJAPJJI8I,5.0
B000067RTB,A10B6G6W3DW1EY,5.0
B000067RVB,A102EC3XGCBZ81,5.0
B000067RMT,A10NMELR4KX0J6,5.0
B000067RTB,A12YN0X0CRN1AV,5.0
B000067RTB,A10HST9M5Z7CYR,5.0
B000067RV3,A102EC3XGCBZ81,5.0
B000067RTB,A10QM4UZIAO7UZ,5.0
B000067S60,A11J0V01L5JA64,5.0
B000067RTB,A10CTHRWD9P9IB,4.0
B000067O6B,A10PEXB6XAQ5XF,5.0
B000067S60,A12MS582L6FLR2,5.0
B000067O6B,A113U8YJ7HLFKP,5.0
B000067RTB,A12D4TJ9ON1U4M,5.0
B000067RC4,A102SZ9XZ1CK7Q,5.0
B000067RC4,A10AKZ1VFMNCT4,1.0
B000067O6B,A10F32KLUDO3RU,5.0
B000067RC4,A12FQUL8LUKPJM,5.0
B000067RTB,A10O7THJ2O20AG,5.0
B000067S60,A109KHEJL08HW9,5.0
B000067RTB,A1289UT5FRCMEG,4.0
B000067RWH,A117V6GB7R5VHH,5.0
B000067RHS,A10AARPB3N0GZM,5.0
B000067RWH,A12DQZKRKTNF5E,2.0
B000067RTB,A10U8DJAPJJI8I,5.0
B000067RVL,A118TP2GDL2D2B,5.0
B000067SC4,A11EYMH9UV9XG7,5.0
B000067SOM,A10ARISO1UMIUN,5.0
B000067SN2,A127BYKXGIRGJY,3.0
B000067SOH,A10DB8F2M9TTOJ,5.0
B000067RTB,A10R5CSRK0US7A,4.0
B000067SOH,A123UZ0555KDEY,5.0
B000067SMI,A12DLQIZPX99IF,5.0
B000067RC4,A12GKGLR2L4MZY,3.0
B000067SBB,A1162YPK0AI4CN,5.0
B000067SOH,A137WYL3312W1W,5.0
B000067SOH,A10ME5FU9KHPPY,4.0
B000067SOH,A11AA01YRZT8DP,5.0
B000067RC4,A129RG6M8FK6X4,5.0
B000067RC4,A11BW2AUCELSJ0,5.0
B000067RC4,A132L0QWXE6B1,5.0
B000067SCB,A12296SUVWE51T,5.0
B000067RCU,A117O9N8VHFGC9,4.0
B000067RCU,A102EC3XGCBZ81,5.0
B000067SLX,A111SYG9IQQHNN,5.0
B000067SLX,A11LOBRD7RVNQU,5.0
B000067SPL,A12LH2100CKQO,5.0
B000068O1B,A135MK4P9G8EDX,5.0
B000068NYI,A13AFI9V7FVNSZ,5.0
B000068O1D,A135MK4P9G8EDX,5.0
B000068O1B,A13AFI9V7FVNSZ,5.0
B000068NX0,A134J0S1HWE4F7,5.0
B000068O1D,A13AFI9V7FVNSZ,5.0
B000068O1B,A129P7VK3NHRJE,5.0
B000068O1D,A129P7VK3NHRJE,5.0
B000068O18,A11GSNHJ26G56T,5.0
B000068O1K,A11HHF5NYWT4HG,5.0
B000068O18,A13AFI9V7FVNSZ,5.0
B000068O37,A13AFI9V7FVNSZ,5.0
B000068O18,A10UYG5GKWAY77,5.0
B000068O3L,A11P105WVK5240,5.0
B000068O3E,A13AFI9V7FVNSZ,5.0
B000068O3L,A10M0GF5ZFODYU,3.0
B000068O1O,A11UETVJSJJSUI,5.0
B000068O1O,A12UVLHMJIJNWR,5.0
B000068O4N,A11WTM9DBN5HLU,5.0
B000068O1O,A1358WVA02SPNC,5.0
B000068O43,A12DBY0RDJMO1J,5.0
B000068O49,A10UYG5GKWAY77,5.0
B000068O4N,A10VNP8EKLZ9NZ,5.0
B000068O5D,A11LP7AGTOT89U,5.0
B000068O49,A10ISD518CY5YT,5.0
B000068O4E,A11INIL2YFJ137,5.0
B000068O4G,A12OZVFUN1XT77,5.0
B000068O4G,A12LEEZ2UND7EF,5.0
B000068O4N,A12YZ76O8MEGH4,4.0
B000068O49,A11BW2AUCELSJ0,5.0
B000068O4G,A1358WVA02SPNC,5.0
B000068O49,A10M0GF5ZFODYU,5.0
B000068O4N,A12DQZKRKTNF5E,5.0
B000068O4N,A10FUCF4N44ZT1,1.0
B000068O4Y,A11WTM9DBN5HLU,5.0
B000068O4N,A10TI75YHEDJ55,5.0
B000068O33,A138N5661PJUBG,5.0
B000068O51,A10PLUUN5Q999K,3.0
B000068O41,A10UYG5GKWAY77,5.0
B000068O33,A1358WVA02SPNC,5.0
B000068O33,A13AFI9V7FVNSZ,5.0
B000068O41,A10ISD518CY5YT,5.0
B000068OEP,A10UYG5GKWAY77,5.0
B000068OEP,A11SM681TOMYJC,5.0
B000068O33,A11ZSSZ966BB0D,3.0
B000068O3H,A12QRC1IY6APIQ,5.0
B000068O33,A11R5VW7IM6ISQ,4.0
B000068O41,A11BW2AUCELSJ0,5.0
B000068O56,A11V2KYQGQZD9X,5.0
B000068O41,A10M0GF5ZFODYU,5.0
B000068P8W,A11D33BB0GGPWK,5.0
B000068P8W,A12Z4AXEA93WMU,5.0
B000068U1L,A12DLJESJKM1OQ,4.0
B000069EUW,A100UD67AHFODS,5.0
B000069K8N,A120KBT5UAQEZP,3.0
B00006AG6C,A12UGM39O9MLC9,5.0
B00006B70S,A10X1U5QPFJTGK,4.0
B00006B8BP,A11ENPMP5RF3IK,5.0
